Index,Mkt.RF,SMB,HML,RMW,CMA,RF,RFJ,JPY.r,Mkt.RFJ,SMBJ,HMLJ,RMWJ,CMAJ
30/4/2022,-0.0847,-0.0067,0.0432,-0.0175,0.0154,0,-7.08609E-05,-0.049906571,-0.036550199,-0.007051938,0.045469212,-0.018419241,0.016208932
31/5/2022,0.0126,-0.0008,0.0081,-0.003,0.0244,0.0003,-7.08609E-05,0.005125797,0.007805418,-0.00079592,0.008058693,-0.002984701,0.024275568
30/6/2022,-0.0682,0.0164,0.0319,-0.02,0.0161,0.0006,-8.75421E-05,-0.064599956,-0.003119689,0.017532606,0.034103056,-0.021381226,0.017211887
31/7/2022,0.0567,0.0063,-0.0557,0.0327,-0.0244,0.0008,-0.000120079,0.016519086,0.040435027,0.006197621,-0.054794839,0.032168604,-0.024003484
31/8/2022,-0.0311,0.0132,0.0083,-0.0099,0.0061,0.0019,-0.00011257,-0.031563018,0.002552602,0.013630211,0.008570511,-0.010222658,0.006298809
30/9/2022,-0.0927,0.014,0.023,-0.0227,0.03,0.0019,-9.58839E-05,-0.039122005,-0.053686173,0.014570008,0.023936442,-0.023624227,0.031221446
31/10/2022,0.0195,-0.0114,-0.0309,0.013,-0.0257,0.0023,-8.75421E-05,-0.022934849,0.045872461,-0.011667595,-0.031625322,0.013305152,-0.026303261
30/11/2022,0.102,0.0065,0.0049,-0.0101,-0.0074,0.0029,-6.25215E-05,0.06525891,0.037275156,0.006101803,0.004599821,-0.009481263,-0.006946668
31/12/2022,0.0017,0.0147,0.0694,-0.0385,0.0278,0.0033,1.08327E-05,0.043898586,-0.037273634,0.014081828,0.066481554,-0.036880977,0.026630939
31/1/2023,0.0473,-0.0021,-0.0146,0.0018,-0.0241,0.0035,-4.58449E-05,0.018700184,0.031556408,-0.00206145,-0.014331989,0.001766958,-0.023657599
28/2/2023,-0.0396,0.0048,0.0474,-0.0275,0.0234,0.0034,-5.50166E-05,-0.042910585,0.007066467,0.005015205,0.049525153,-0.028732948,0.024449126
31/3/2023,0.0397,-0.0007,-0.0349,0.0174,0.0113,0.0036,-9.58839E-05,0.023575343,0.019366235,-0.000683877,-0.034096171,0.016999237,0.011039734
30/4/2023,-0.0027,-0.0139,0.0316,-0.0144,0.0254,0.0035,-8.83763E-05,-0.004596241,0.005509534,-0.013964183,0.031745912,-0.014466491,0.025517284
31/5/2023,0.0052,-0.0412,-0.0177,0.0083,-0.0213,0.0036,-0.000104226,-0.042814221,0.054027114,-0.043042846,-0.018491708,0.008671253,-0.022252733
30/6/2023,0.0355,-0.0118,0.0351,-0.0107,-0.0042,0.004,-0.000104226,-0.034566111,0.076822178,-0.012222484,0.03635671,-0.0110831,-0.004350376
31/7/2023,0.0244,-0.0035,0.0551,-0.0253,0.0198,0.0045,-7.08609E-05,0.028775445,0.000191932,-0.003402103,0.053558821,-0.024592344,0.019246183
31/8/2023,-0.0223,0.0082,0.0345,-0.0158,0.0263,0.0045,-6.25215E-05,-0.036521084,0.019493237,0.008510825,0.035807737,-0.016398906,0.027296913
30/9/2023,-0.0256,-0.0032,0.0819,-0.0283,0.0287,0.0043,-5.3349E-05,-0.021829383,0.000594546,-0.003271413,0.083727725,-0.028931558,0.029340485
31/10/2023,-0.0496,-0.0058,0.0234,-0.0112,0.0181,0.0047,-5.00014E-06,0.001576071,-0.046397936,-0.005790873,0.023363178,-0.011182376,0.018071518
30/11/2023,0.075,-0.009,-0.0486,0.0523,-0.055,0.0044,-3.0005E-05,0.013940362,0.064589658,-0.008876262,-0.047931813,0.051580943,-0.054243821
31/12/2023,0.0432,0.0154,-0.0155,0.0194,-0.0006,0.0043,-2.16692E-05,0.039698812,0.007524984,0.014811982,-0.014908164,0.01865925,-0.00057709
31/1/2024,0.0259,-0.0285,0.0407,-0.0113,0.0025,0.0047,-2.91713E-05,-0.04001086,0.073582982,-0.029687836,0.042396313,-0.011770966,0.002604196
29/2/2024,0.0249,-0.0204,-0.0005,-0.0102,-0.0118,0.0042,4.49889E-05,-0.021939724,0.052139652,-0.02085761,-0.000511216,-0.010428805,-0.012064696
31/3/2024,0.0274,-0.0063,0.0509,-0.006,0.0055,0.0043,4.49889E-05,-0.005315461,0.037168278,-0.006333666,0.051172003,-0.006032063,0.005529391
30/4/2024,-0.0601,-0.0108,0.0474,-0.0263,0.0118,0.0047,7.91322E-05,-0.031217016,-0.025041363,-0.011148008,0.048927366,-0.027147463,0.01218023
31/5/2024,0.0049,-0.0068,0.0223,-0.0115,0.0079,0.0044,0.000194791,-0.004235939,0.013398729,-0.006828927,0.022394863,-0.011548921,0.007933606
