Index,Mkt.RF,SMB,HML,RF,RFJ,JPY.r,Mkt.RFJ,SMBJ,HMLJ
30/9/2008,-0.105,0.0112,0.0522,0.0015,0.000555798,0.049995202,-0.146742373,0.010666715,0.049714513
31/10/2008,-0.1355,0.0394,0.0453,0.0008,0.000415715,0.054917245,-0.1801618,0.037348901,0.042941757
30/11/2008,0.0005,0.0396,-0.0003,0.0003,0.000460499,0.034993976,-0.033498348,0.038261092,-0.000289857
31/12/2008,0.0857,0.0078,0.0026,0,0.000275416,0.052779616,0.030994551,0.007408958,0.002469653
31/1/2009,-0.065,0.0369,-0.001,0,0.000265445,0.008117425,-0.072794124,0.036602879,-0.000991948
28/2/2009,-0.1193,-0.0114,0.006,0.0001,0.000292861,-0.085566119,-0.037073958,-0.01246673,0.006561437
31/3/2009,0.013,0.0008,0.0072,0.0002,0.000252981,0.009546784,0.003365688,0.000792435,0.007131913
30/4/2009,0.0805,-0.0382,-0.0139,0.0001,0.000223059,-0.001997746,0.082540026,-0.038276467,-0.013927824
31/5/2009,0.1089,0.0219,-0.0344,0,0.000150708,0.009097488,0.098752037,0.021702561,-0.034089868
30/6/2009,0.0285,0.0452,0.0005,0.0001,0.000159027,0.005927621,0.022379751,0.04493365,0.000497054
31/7/2009,0.0406,-0.0139,0.0061,0.0001,0.000164019,0.006226129,0.034096542,-0.013813992,0.006062256
31/8/2009,0.034,0.0295,-0.0039,0.0001,0.000141556,0.023453815,0.010260657,0.028823968,-0.003810626
30/9/2009,-0.0084,0.0211,-0.0482,0.0001,0.000142388,0.034798027,-0.041791122,0.020390452,-0.046579138
31/10/2009,-0.0229,-0.0058,0.0123,0,0.000154036,-0.013986778,-0.009193694,-0.005882274,0.012474478
30/11/2009,-0.02,-0.0307,-0.04,0,0.000149876,0.056206359,-0.07230089,-0.02906629,-0.037871387
31/12/2009,0.0022,-0.0379,0.0621,0.0001,0.000109934,-0.058206522,0.064136128,-0.040242368,0.065938023
31/1/2010,0.0234,0.0037,0.0028,0,0.000103275,0.024441846,-0.001120264,0.003611723,0.002733196
28/2/2010,0.0076,0.0101,-0.0133,0,0.000102442,0.005767723,0.001719327,0.01004208,-0.013223729
31/3/2010,0.0483,-0.0149,0.0613,0.0001,0.000108269,-0.039220961,0.091089558,-0.015508248,0.063802391
30/4/2010,0.0053,0.0448,0.0107,0.0001,0.000108269,-0.010908897,0.016380503,0.045294109,0.010818013
31/5/2010,-0.0793,0.0191,-0.035,0.0001,0.000116592,0.029980817,-0.106119359,0.018544035,-0.033981215
30/6/2010,-0.0064,0.0186,-0.0318,0.0001,0.000114927,0.029743763,-0.03511758,0.018062746,-0.030881469
31/7/2010,0.0294,-0.0137,-0.0136,0.0001,0.000109101,0.021151519,0.008066455,-0.013416226,-0.013318298
31/8/2010,-0.0261,-0.0081,0.0071,0.0001,9.0788E-05,0.02541221,-0.050228878,-0.007899262,0.006924045
30/9/2010,0.0469,-0.0055,-0.0159,0.0001,9.32855E-05,0.010028055,0.036511584,-0.005445393,-0.015742137
31/10/2010,0.0123,-0.0344,-0.0085,0.0001,9.74478E-05,0.034966331,-0.021901375,-0.033237796,-0.008212828
30/11/2010,0.0197,0.0074,0.0028,0.0001,0.000129075,-0.039632157,0.061755709,0.007705381,0.00291555
31/12/2010,0.0755,0.0284,0.0133,0.0001,0.000119089,0.03233907,0.041786649,0.027510341,0.012883364
31/1/2011,0.004,0.0186,0.0097,0.0001,0.000124914,-0.005724377,0.009756025,0.018707086,0.009755846
28/2/2011,0.0483,-0.0019,0.0109,0.0001,0.000149876,0.005757334,0.042248686,-0.001889124,0.010837604
31/3/2011,-0.0867,0.0214,0.0132,0.0001,0.000124082,-0.018042942,-0.069940839,0.021793214,0.013442543
30/4/2011,0.0078,-0.01,-0.0191,0,0.000133236,0.010821327,-0.003122217,-0.009892945,-0.018895525
31/5/2011,-0.0162,-0.0017,-0.0012,0,0.000124914,0.01712837,-0.032892037,-0.001671372,-0.001179792
30/6/2011,0.0252,0.0131,0.0228,0,0.000108269,0.001362229,0.023697074,0.013082179,0.022768983
31/7/2011,0.0403,0.0055,-0.0042,0,0.000104939,0.037584324,0.002512367,0.005300774,-0.004047864
31/8/2011,-0.0751,0.0452,0.0026,0.0001,9.74478E-05,0.014336918,-0.088171653,0.044561131,0.002563251
30/9/2011,-0.0046,-0.0108,0.0336,0,9.49504E-05,0.000130353,-0.004824686,-0.010798592,0.033595621
31/10/2011,-0.0119,-0.0217,-0.0243,0,9.49504E-05,0.012538771,-0.024231084,-0.021431278,-0.023999081
30/11/2011,-0.0378,0.0197,0.0043,0,0.000100777,-0.028342417,-0.00983423,0.020274632,0.004425427
31/12/2011,0.0125,0.009,0.0142,0,9.91126E-05,0.004056142,0.008310634,0.008963642,0.014142635
31/1/2012,0.0428,0.0215,0.0247,0,0.000103275,0.016758314,0.02550919,0.021145635,0.024292892
29/2/2012,0.035,-0.032,0.0045,0,9.0788E-05,-0.050885368,0.090399196,-0.033715632,0.004741261
31/3/2012,0.0141,0.0149,-0.0068,0,9.0788E-05,-0.02211556,0.036943813,0.015236974,-0.006953787
30/4/2012,-0.0178,0.0358,-0.0229,0,9.16205E-05,0.015173009,-0.032571808,0.035264925,-0.022557731
31/5/2012,-0.0841,0.0029,-0.0071,0.0001,8.74579E-05,0.026269148,-0.107534075,0.002825769,-0.006918263
30/6/2012,0.0471,-0.011,0.0115,0,8.82904E-05,-0.0040348,0.051253664,-0.011044563,0.011546588
31/7/2012,-0.0183,0.0074,-0.0341,0,8.74579E-05,0.015103033,-0.03299351,0.0072899,-0.033592649
31/8/2012,-0.0065,0.0033,-0.0266,0.0001,8.07974E-05,-0.005156936,-0.001330305,0.003317106,-0.026737886
30/9/2012,0.0227,-0.005,0.0111,0.0001,8.32952E-05,0.011853379,0.010735092,-0.004941427,0.010969969
31/10/2012,-0.019,0.0092,-0.0165,0.0001,8.49603E-05,-0.025855036,0.007054671,0.00944418,-0.016937931
30/11/2012,0.0171,-0.0068,0.0084,0.0001,8.24626E-05,-0.030068781,0.048651695,-0.007010806,0.008660408
31/12/2012,0.0383,-0.0272,0.0707,0.0001,8.163E-05,-0.050291924,0.093306988,-0.02864038,0.074443928
31/1/2013,0.0378,0.0191,-0.011,0,6.24785E-05,-0.049714348,0.092030197,0.02009922,-0.011575467
28/2/2013,0.0286,0.0048,-0.0074,0,5.1652E-05,-0.014188238,0.043352413,0.004869084,-0.007506504
31/3/2013,0.055,0.0486,-0.0364,0,4.66547E-05,-0.019695281,0.076149327,0.049576422,-0.037131312
30/4/2013,0.0895,0.0268,-0.043,0,9.57829E-05,-0.037799459,0.132204557,0.027852822,-0.044689229
31/5/2013,-0.053,0.0034,-0.0322,0,9.57829E-05,-0.031943826,-0.021846766,0.003512193,-0.033262533
30/6/2013,0.0083,-0.0684,0.0356,0,8.66254E-05,0.026496117,-0.017813061,-0.066634446,0.034681086
31/7/2013,0.0142,0.0302,-0.0048,0,8.32952E-05,0.005101781,0.008968743,0.030046708,-0.004775636
31/8/2013,-0.0255,0.0012,0.0061,0,8.32952E-05,-0.00315313,-0.02250085,0.001203796,0.006119295
30/9/2013,0.0879,0.0243,-0.0071,0,7.91322E-05,0.005265849,0.08212216,0.02417271,-0.007062808
31/10/2013,-0.0023,0.0025,0.0027,0,7.49691E-05,-0.006854532,0.004510997,0.002517255,0.002718635
30/11/2013,0.0108,-0.0255,0.005,0,7.16384E-05,-0.037342979,0.049938882,-0.026489185,0.005193958
31/12/2013,0.008,0.0044,-0.0007,0,6.66422E-05,-0.028583638,0.037593458,0.004529469,-0.000720597
31/1/2014,-0.0266,0.059,-0.0082,0,7.08058E-05,0.025015817,-0.050426924,0.057560087,-0.007999877
28/2/2014,-0.0056,-0.0248,0.0079,0,6.33113E-05,0.005973072,-0.011567667,-0.024652747,0.007853093
31/3/2014,-0.0116,0.0126,0.0096,0,6.24785E-05,-0.007579807,-0.004113377,0.012696235,0.009673322
30/4/2014,-0.0233,0.0031,0.0027,0,6.66422E-05,0.003314971,-0.026593677,0.003089758,0.002691079
31/5/2014,0.0379,-0.0096,-0.0129,0,6.49768E-05,0.008257557,0.029334697,-0.009521377,-0.01279435
30/6/2014,0.0576,0.0286,-0.0006,0,6.24785E-05,0.002858974,0.054522491,0.028518466,-0.00059829
31/7/2014,0.0077,0.0033,-0.0025,0,3.99912E-05,-0.013709952,0.02166757,0.003345872,-0.002534751
31/8/2014,-0.0199,0.0268,0.0086,0,4.58218E-05,-0.008436174,-0.011607181,0.027028013,0.008673168
30/9/2014,-0.0105,-0.0164,-0.003,0,5.41505E-05,-0.05196289,0.043681363,-0.017298901,-0.003164433
31/10/2014,-0.0213,-0.0298,-0.001,0,2.08309E-05,0.001647974,-0.02293105,-0.029750971,-0.000998355
30/11/2014,-0.0005,-0.0133,-0.0045,0,8.33295E-06,-0.073382821,0.078646394,-0.014353285,-0.004856374
31/12/2014,-0.0085,0.0177,0.0186,0,-1.66682E-05,-0.022797927,0.014648163,0.018112937,0.019033934
31/1/2015,0.028,-0.0016,-0.0023,0,7.49969E-06,0.019912066,0.007922531,-0.001568763,-0.002255096
28/2/2015,0.0542,-0.0444,0.0195,0,4.99986E-06,-0.00938102,0.064178123,-0.044820462,0.019684662
31/3/2015,0.019,0.0052,-0.0312,0,2.49966E-05,-0.005414862,0.024522788,0.005228311,-0.031369863
30/4/2015,0.0349,-0.013,0.0323,0,0,0.008866664,0.025804536,-0.012885746,0.032016124
31/5/2015,0.0089,-0.0144,0.0123,0,0,-0.038971004,0.049812237,-0.014983939,0.012798781
30/6/2015,-0.0068,0.0388,-0.0224,0,0,0.00937551,-0.016025265,0.038439609,-0.022191939
31/7/2015,0.0092,-0.0051,-0.0154,0,4.16657E-06,-0.011484063,0.020920193,-0.005159249,-0.015578909
31/8/2015,-0.053,0.0197,0.0164,0,4.16657E-06,0.022959604,-0.074258911,0.019257847,0.016031914
30/9/2015,-0.0621,0.0291,0.0134,0,8.33295E-06,0.011887383,-0.073126532,0.028758141,0.01324258
31/10/2015,0.0926,-0.0507,0.0088,0,-8.33337E-07,-0.009665827,0.103264792,-0.05119484,0.008885889
30/11/2015,-0.0016,0.0259,-0.0248,0,-8.33372E-06,-0.014572394,0.013172562,0.026283006,-0.02516674
31/12/2015,0.0042,0.0089,-0.0057,0.0001,-3.58404E-05,0.01912387,-0.014509859,0.008732991,-0.005593039
31/1/2016,-0.0758,0.0082,-0.0127,0.0001,-5.66843E-05,0.013410687,-0.087874781,0.008091488,-0.012531938
29/2/2016,-0.0194,0.024,-0.0495,0.0002,-0.00014595,0.045766289,-0.061977192,0.022949678,-0.047333712
31/3/2016,0.0506,0.0382,-0.0297,0.0002,-0.000128424,0.011877753,0.038593789,0.037751596,-0.029351372
30/4/2016,0.0514,-0.008,-0.0023,0.0001,-0.00019855,0.007846126,0.043512576,-0.00793772,-0.002282094
31/5/2016,-0.0104,0.0083,-0.0081,0.0001,-0.000221102,0.006089585,-0.016069281,0.008249762,-0.008050973
30/6/2016,-0.0247,0.0256,-0.0355,0.0002,-0.000271238,0.078311202,-0.09507341,0.023740827,-0.03292185
31/7/2016,0.0672,-0.0157,0.0644,0.0002,-0.000229456,-0.019225265,0.08855276,-0.016007753,0.065662377
31/8/2016,-0.0117,-0.0249,0.046,0.0002,-0.000183518,0.01871021,-0.029471834,-0.024442672,0.045155138
30/9/2016,0.0267,0.0438,-0.0351,0.0002,-0.000265387,0.016549748,0.010447134,0.043086922,-0.034528561
31/10/2016,0.016,0.0011,0.0358,0.0002,-0.000258701,-0.032177863,0.050245017,0.001136572,0.036990268
30/11/2016,-0.0388,-0.018,0.0631,0.0001,-0.000216925,-0.070196497,0.034091283,-0.019358929,0.067863801
31/12/2016,0.0135,0.0032,0.0134,0.0003,-0.000246166,-0.03313991,0.048794979,0.003309683,0.013859296
31/1/2017,0.0383,0.0205,-0.0053,0.0004,-0.000241988,0.023267065,0.015324009,0.020033871,-0.005179489
28/2/2017,0.0113,0.0256,0.008,0.0004,-0.000221937,0.008293051,0.003600865,0.025389444,0.007934201
31/3/2017,0.0084,0.0154,-0.0277,0.0003,-0.000211913,0.009039245,-0.000124292,0.015262043,-0.027451856
30/4/2017,0.0125,-0.0147,0.0033,0.0005,-0.000169324,0.004540142,0.008590947,-0.014633562,0.003285085
31/5/2017,0.0295,0.0275,-0.0619,0.0006,-0.000133431,0.003428056,0.026714255,0.027406051,-0.061688528
30/6/2017,0.0117,0.0158,0.0124,0.0006,-9.58839E-05,-0.010400393,0.023034851,0.015966053,0.01253032
31/7/2017,0.0233,0.018,0.0051,0.0007,-9.17129E-05,0.013710407,0.010242139,0.01775655,0.005031023
31/8/2017,0.003,0.022,0.0009,0.0009,-0.000120914,0.000271567,0.003748362,0.021994027,0.000899756
30/9/2017,0.0171,-0.0028,0.0238,0.0009,-0.000111735,-0.0179135,0.036680306,-0.002851073,0.024234118
31/10/2017,0.0412,-0.0117,-0.0059,0.0009,-0.000133431,-0.004689643,0.047143535,-0.011755127,-0.005927799
30/11/2017,0.026,0.0036,-0.0228,0.0008,-0.000133431,0.009017455,0.017757056,0.003567827,-0.022596239
31/12/2017,0.0129,0.0189,0.0196,0.0009,-0.000115907,-0.007795544,0.021881123,0.019048493,0.019753993
31/1/2018,0.0441,0.0221,-0.0286,0.0011,-0.000108398,0.037927547,0.007115104,0.02129243,-0.02755491
28/2/2018,-0.0144,0.0079,-0.0182,0.0011,-0.000132597,0.012333039,-0.02518816,0.007803756,-0.017978273
31/3/2018,-0.0149,0.0019,-0.037,0.0012,-0.000111735,0.008921444,-0.022309678,0.001883199,-0.036672825
30/4/2018,0.0028,-0.0256,0.044,0.0014,-0.000115073,-0.025799369,0.030908903,-0.026277955,0.045165235
31/5/2018,-0.0132,0.0204,-0.0543,0.0014,-0.000120914,0.005242102,-0.016832318,0.020293619,-0.054016838
30/6/2018,-0.0256,-0.0067,-0.0066,0.0014,-0.000107564,-0.015928323,-0.008298,-0.006808447,-0.006706829
31/7/2018,-0.0013,-0.0131,0.0228,0.0016,-0.000100055,-0.004504707,0.004926504,-0.013159279,0.022903172
31/8/2018,-0.0043,-0.0001,-0.0293,0.0016,-9.58839E-05,-0.000180156,-0.002424414,-0.000100018,-0.02930528
30/9/2018,0.0278,-0.0212,0.009,0.0015,-0.000106729,-0.02098858,0.051473423,-0.021654497,0.009192947
31/10/2018,-0.0882,-0.0047,0.039,0.0019,-0.000125086,0.002874326,-0.088793658,-0.004686529,0.038888223
30/11/2018,0.0083,0.008,-0.0365,0.0018,-0.000120914,-0.003041926,0.013302938,0.00802441,-0.036611369
31/12/2018,-0.073,-0.0438,0.0429,0.0019,-0.000123417,0.023185529,-0.092025589,-0.042807486,0.04192788
31/1/2019,0.0521,-0.0102,-0.015,0.0021,-0.000150124,0.017113232,0.036612896,-0.010028382,-0.014747621
28/2/2019,0.0029,0.0224,-0.0364,0.0018,-0.000132597,-0.017091319,0.022302834,0.022789503,-0.037032942
31/3/2019,0.0017,-0.0026,-0.0254,0.0019,-0.000148454,0.002124006,0.00162132,-0.002594489,-0.025346165
30/4/2019,0.0121,-0.0064,-0.0143,0.0021,-0.000130928,-0.008113317,0.022626761,-0.00645235,-0.014416969
31/5/2019,-0.038,0.0069,-0.0157,0.0021,-0.000131762,0.020213107,-0.054869596,0.006763293,-0.015388942
30/6/2019,0.0251,-0.0037,0.001,0.0018,-0.00016348,0.014615813,0.01227071,-0.003646701,0.000985595
31/7/2019,0.0034,0.0144,-0.0237,0.0019,-0.000157637,-0.007323477,0.012874243,0.014506236,-0.023874847
31/8/2019,-0.0128,-0.0188,-0.0238,0.0016,-0.000223608,0.019678753,-0.030059216,-0.018437179,-0.023340684
30/9/2019,0.0383,-0.0106,0.033,0.0018,-0.000249509,-0.013802686,0.05490661,-0.010748356,0.033461864
31/10/2019,0.0483,0.0041,0.0242,0.0015,-0.000182683,-0.0078125,0.058248825,0.004132283,0.024390551
30/11/2019,0.0067,0.0153,-0.0197,0.0012,-0.000131762,-0.006528786,0.01465537,0.015400547,-0.019829462
31/12/2019,0.0208,0.0075,0.0094,0.0014,-0.000107564,0.000685307,0.021607523,0.007494864,0.009393563
31/1/2020,-0.0205,-0.0137,-0.0147,0.0013,-0.000116742,0.005004821,-0.023967542,-0.013631775,-0.014626796
29/2/2020,-0.1009,-0.0521,0.0219,0.0012,-0.000181848,-0.006659065,-0.093482806,-0.052449263,0.022046811
31/3/2020,-0.0521,0.01,-0.0352,0.0012,-0.000125086,0.014294967,-0.064151055,0.009859065,-0.034703909
30/4/2020,0.0496,0.0318,-0.07,0,-0.000156802,0.013741031,0.035529711,0.031368958,-0.069051166
31/5/2020,0.0643,0.0366,-0.0739,0.0001,-0.000131762,-0.009568489,0.074814855,0.03695359,-0.074613943
30/6/2020,-0.0022,0.0076,-0.0397,0.0001,-0.000150124,0.000557699,-0.002506093,0.007595764,-0.039677872
31/7/2020,-0.0198,-0.014,-0.0276,0.0001,-0.000132597,0.027603993,-0.045900693,-0.013623925,-0.026858596
31/8/2020,0.0785,0.0078,-0.0031,0.0001,-0.000107564,-0.007912442,0.08730999,0.007862209,-0.003124724
30/9/2020,0.0221,0.0504,-0.0412,0.0001,-0.000124252,-0.001372132,0.023728772,0.05046925,-0.041256609
31/10/2020,-0.0199,-0.0138,-0.0041,0.0001,-0.000115073,0.010663734,-0.030027231,-0.013654393,-0.00405674
30/11/2020,0.1092,-0.0472,-0.0463,0.0001,-0.000107564,0.004563578,0.104368184,-0.046985578,-0.046089666
31/12/2020,0.0399,-0.02,0.0313,0.0001,-9.92208E-05,0.005118053,0.034803549,-0.01989816,0.031140621
31/1/2021,-0.0123,-0.0052,0.0168,0,-9.83866E-05,-0.007190451,-0.005048168,-0.005237661,0.016921674
28/2/2021,0.0114,-0.025,0.066,0,-9.75523E-05,-0.019551629,0.031666403,-0.025498538,0.06731614
31/3/2021,0.0144,0.0069,0.0559,0,-0.000107564,-0.035581543,0.051933141,0.007154571,0.057962391
30/4/2021,-0.0158,0.0007,-0.0101,0,-9.92208E-05,0.012901152,-0.02823637,0.000691084,-0.009971358
31/5/2021,0.0086,-0.022,0.0245,0,-9.92208E-05,-0.009098767,0.017960504,-0.022202011,0.024724967
30/6/2021,0.0006,0.0207,-0.0335,0,-9.08787E-05,-0.005699552,0.006426541,0.020818657,-0.033692029
31/7/2021,-0.0109,0.0071,0.0354,0,-0.000106729,0.010236256,-0.020815363,0.007028059,0.035041308
31/8/2021,0.0286,-0.0046,-0.0297,0,-0.000107564,-0.004820592,0.033690043,-0.004622282,-0.029843865
30/9/2021,0.0298,-0.0164,0.0167,0,-9.08787E-05,-0.017778175,0.048530217,-0.016696839,0.017002269
31/10/2021,-0.0382,-0.0054,-0.0068,0,-9.08787E-05,-0.014830136,-0.023630781,-0.005481288,-0.006902363
30/11/2021,-0.0292,-0.0165,-0.0257,0,-0.000108398,-0.001625588,-0.027510912,-0.016526866,-0.025741846
31/12/2021,0.013,-0.0087,0.0627,0.0001,-7.41969E-05,-0.009960853,0.023367066,-0.008787531,0.063330829
31/1/2022,-0.0514,-0.0524,0.1458,0,-6.66911E-05,-0.002732833,-0.04873384,-0.052543593,0.146199539
28/2/2022,-0.003,0.0197,0.0219,0,-5.83521E-05,-0.002811662,-0.000130517,0.019755546,0.021961749
31/3/2022,-0.0154,-0.0137,-0.0342,0,-6.25215E-05,-0.052773908,0.039518686,-0.014463284,-0.036105424
30/4/2022,-0.0847,-0.0106,0.0432,0,-7.08609E-05,-0.049906571,-0.036550199,-0.011156798,0.045469212
31/5/2022,0.0126,-0.0002,0.0081,0.0003,-7.08609E-05,0.005125797,0.007805418,-0.00019898,0.008058693
30/6/2022,-0.0682,0.0145,0.0319,0.0006,-8.75421E-05,-0.064599956,-0.003119689,0.015501389,0.034103056
31/7/2022,0.0567,0.0092,-0.0557,0.0008,-0.000120079,0.016519086,0.040435027,0.009050494,-0.054794839
31/8/2022,-0.0311,0.0122,0.0083,0.0019,-0.00011257,-0.031563018,0.002552602,0.012597619,0.008570511
30/9/2022,-0.0927,0.014,0.023,0.0019,-9.58839E-05,-0.039122005,-0.053686173,0.014570008,0.023936442
31/10/2022,0.0195,-0.0082,-0.0309,0.0023,-8.75421E-05,-0.022934849,0.045872461,-0.00839248,-0.031625322
30/11/2022,0.102,0.0043,0.0049,0.0029,-6.25215E-05,0.06525891,0.037275156,0.004036577,0.004599821
31/12/2022,0.0017,0.0083,0.0694,0.0033,1.08327E-05,0.043898586,-0.037273634,0.007950964,0.066481554
31/1/2023,0.0473,-0.0034,-0.0146,0.0035,-4.58449E-05,0.018700184,0.031556408,-0.003337587,-0.014331989
28/2/2023,-0.0396,0.0011,0.0474,0.0034,-5.50166E-05,-0.042910585,0.007066467,0.001149318,0.049525153
31/3/2023,0.0397,0.0024,-0.0349,0.0036,-9.58839E-05,0.023575343,0.019366235,0.002344722,-0.034096171
30/4/2023,-0.0027,-0.0163,0.0316,0.0035,-8.83763E-05,-0.004596241,0.005509534,-0.016375265,0.031745912
31/5/2023,0.0052,-0.0403,-0.0177,0.0036,-0.000104226,-0.042814221,0.054027114,-0.04210259,-0.018491708
30/6/2023,0.0355,-0.0146,0.0351,0.004,-0.000104226,-0.034566111,0.076822178,-0.015122734,0.03635671
31/7/2023,0.0244,-0.0065,0.0551,0.0045,-7.08609E-05,0.028775445,0.000191932,-0.006318191,0.053558821
31/8/2023,-0.0223,0.0064,0.0345,0.0045,-6.25215E-05,-0.036521084,0.019493237,0.006642595,0.035807737
30/9/2023,-0.0256,-0.0077,0.0819,0.0043,-5.3349E-05,-0.021829383,0.000594546,-0.007871837,0.083727725
31/10/2023,-0.0496,-0.0077,0.0234,0.0047,-5.00014E-06,0.001576071,-0.046397936,-0.007687883,0.023363178
30/11/2023,0.075,-0.0089,-0.0486,0.0044,-3.0005E-05,0.013940362,0.064589658,-0.008777637,-0.047931813
31/12/2023,0.0432,0.0169,-0.0155,0.0043,-2.16692E-05,0.039698812,0.007524984,0.016254707,-0.014908164
31/1/2024,0.0259,-0.0323,0.0407,0.0047,-2.91713E-05,-0.04001086,0.073582982,-0.033646214,0.042396313
29/2/2024,0.0249,-0.0201,-0.0005,0.0042,4.49889E-05,-0.021939724,0.052139652,-0.020550881,-0.000511216
31/3/2024,0.0274,-0.011,0.0509,0.0043,4.49889E-05,-0.005315461,0.037168278,-0.011058783,0.051172003
30/4/2024,-0.0601,-0.0145,0.0474,0.0047,7.91322E-05,-0.031217016,-0.025041363,-0.014967232,0.048927366
31/5/2024,0.0049,-0.0104,0.0223,0.0044,0.000194791,-0.004235939,0.013398729,-0.010444241,0.022394863
